filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
set_2_0003.jpg,101120,"{}",11,8,"{""name"":""rect"",""x"":8,""y"":740,""width"":124,""height"":294}","{}"
set_2_0003.jpg,101120,"{}",11,9,"{""name"":""rect"",""x"":0,""y"":335,""width"":188,""height"":273}","{}"
set_2_0003.jpg,101120,"{}",11,10,"{""name"":""rect"",""x"":68,""y"":31,""width"":223,""height"":155}","{}"
set_2_0004.jpg,79402,"{}",19,0,"{""name"":""rect"",""x"":973,""y"":500,""width"":200,""height"":201}","{}"
set_2_0004.jpg,79402,"{}",19,1,"{""name"":""rect"",""x"":821,""y"":539,""width"":161,""height"":242}","{}"
set_2_0004.jpg,79402,"{}",19,2,"{""name"":""rect"",""x"":936,""y"":721,""width"":213,""height"":225}","{}"
set_2_0004.jpg,79402,"{}",19,3,"{""name"":""rect"",""x"":626,""y"":866,""width"":285,""height"":184}","{}"
set_2_0004.jpg,79402,"{}",19,4,"{""name"":""rect"",""x"":866,""y"":975,""width"":258,""height"":93}","{}"
set_2_0004.jpg,79402,"{}",19,5,"{""name"":""rect"",""x"":1193,""y"":965,""width"":165,""height"":101}","{}"
set_2_0004.jpg,79402,"{}",19,6,"{""name"":""rect"",""x"":536,""y"":277,""width"":174,""height"":306}","{}"
set_2_0004.jpg,79402,"{}",19,7,"{""name"":""rect"",""x"":420,""y"":263,""width"":209,""height"":234}","{}"
set_2_0004.jpg,79402,"{}",19,8,"{""name"":""rect"",""x"":581,""y"":159,""width"":269,""height"":242}","{}"
set_2_0004.jpg,79402,"{}",19,9,"{""name"":""rect"",""x"":703,""y"":93,""width"":225,""height"":201}","{}"
set_2_0004.jpg,79402,"{}",19,10,"{""name"":""rect"",""x"":761,""y"":2,""width"":201,""height"":132}","{}"
set_2_0004.jpg,79402,"{}",19,11,"{""name"":""rect"",""x"":169,""y"":227,""width"":219,""height"":186}","{}"
set_2_0004.jpg,79402,"{}",19,12,"{""name"":""rect"",""x"":27,""y"":302,""width"":207,""height"":192}","{}"
set_2_0004.jpg,79402,"{}",19,13,"{""name"":""rect"",""x"":52,""y"":572,""width"":227,""height"":190}","{}"
set_2_0004.jpg,79402,"{}",19,14,"{""name"":""rect"",""x"":12,""y"":405,""width"":147,""height"":161}","{}"
set_2_0004.jpg,79402,"{}",19,15,"{""name"":""rect"",""x"":4,""y"":773,""width"":194,""height"":223}","{}"
set_2_0004.jpg,79402,"{}",19,16,"{""name"":""rect"",""x"":201,""y"":114,""width"":225,""height"":153}","{}"
set_2_0004.jpg,79402,"{}",19,17,"{""name"":""rect"",""x"":48,""y"":17,""width"":213,""height"":124}","{}"
set_2_0004.jpg,79402,"{}",19,18,"{""name"":""rect"",""x"":232,""y"":6,""width"":232,""height"":114}","{}"
set_2_0005.jpg,84632,"{}",21,0,"{""name"":""rect"",""x"":1100,""y"":883,""width"":163,""height"":126}","{}"
set_2_0005.jpg,84632,"{}",21,1,"{""name"":""rect"",""x"":809,""y"":791,""width"":227,""height"":244}","{}"
set_2_0005.jpg,84632,"{}",21,2,"{""name"":""rect"",""x"":946,""y"":949,""width"":192,""height"":122}","{}"
set_2_0005.jpg,84632,"{}",21,3,"{""name"":""rect"",""x"":562,""y"":930,""width"":250,""height"":134}","{}"
set_2_0005.jpg,84632,"{}",21,4,"{""name"":""rect"",""x"":405,""y"":823,""width"":205,""height"":211}","{}"
set_2_0005.jpg,84632,"{}",21,5,"{""name"":""rect"",""x"":27,""y"":847,""width"":263,""height"":192}","{}"
set_2_0005.jpg,84632,"{}",21,6,"{""name"":""rect"",""x"":23,""y"":711,""width"":254,""height"":167}","{}"
set_2_0005.jpg,84632,"{}",21,7,"{""name"":""rect"",""x"":31,""y"":502,""width"":271,""height"":221}","{}"
set_2_0005.jpg,84632,"{}",21,8,"{""name"":""rect"",""x"":149,""y"":405,""width"":225,""height"":213}","{}"
set_2_0005.jpg,84632,"{}",21,9,"{""name"":""rect"",""x"":380,""y"":445,""width"":198,""height"":209}","{}"
set_2_0005.jpg,84632,"{}",21,10,"{""name"":""rect"",""x"":616,""y"":399,""width"":165,""height"":182}","{}"
set_2_0005.jpg,84632,"{}",21,11,"{""name"":""rect"",""x"":864,""y"":442,""width"":167,""height"":234}","{}"
set_2_0005.jpg,84632,"{}",21,12,"{""name"":""rect"",""x"":717,""y"":333,""width"":203,""height"":213}","{}"
set_2_0005.jpg,84632,"{}",21,13,"{""name"":""rect"",""x"":697,""y"":229,""width"":184,""height"":215}","{}"
set_2_0005.jpg,84632,"{}",21,14,"{""name"":""rect"",""x"":538,""y"":225,""width"":194,""height"":277}","{}"
set_2_0005.jpg,84632,"{}",21,15,"{""name"":""rect"",""x"":422,""y"":252,""width"":192,""height"":211}","{}"
set_2_0005.jpg,84632,"{}",21,16,"{""name"":""rect"",""x"":135,""y"":244,""width"":294,""height"":163}","{}"
set_2_0005.jpg,84632,"{}",21,17,"{""name"":""rect"",""x"":139,""y"":99,""width"":238,""height"":223}","{}"
set_2_0005.jpg,84632,"{}",21,18,"{""name"":""rect"",""x"":701,""y"":81,""width"":236,""height"":200}","{}"
set_2_0005.jpg,84632,"{}",21,19,"{""name"":""rect"",""x"":68,""y"":17,""width"":209,""height"":163}","{}"
set_2_0005.jpg,84632,"{}",21,20,"{""name"":""rect"",""x"":8,""y"":333,""width"":83,""height"":178}","{}"
set_2_0006.jpg,95571,"{}",24,0,"{""name"":""rect"",""x"":1164,""y"":773,""width"":229,""height"":201}","{}"
set_2_0006.jpg,95571,"{}",24,1,"{""name"":""rect"",""x"":1141,""y"":610,""width"":186,""height"":165}","{}"
set_2_0006.jpg,95571,"{}",24,2,"{""name"":""rect"",""x"":955,""y"":851,""width"":250,""height"":167}","{}"
set_2_0006.jpg,95571,"{}",24,3,"{""name"":""rect"",""x"":835,""y"":756,""width"":184,""height"":275}","{}"
set_2_0006.jpg,95571,"{}",24,4,"{""name"":""rect"",""x"":978,""y"":961,""width"":335,""height"":112}","{}"
set_2_0006.jpg,95571,"{}",24,5,"{""name"":""rect"",""x"":525,""y"":942,""width"":316,""height"":136}","{}"
set_2_0006.jpg,95571,"{}",24,6,"{""name"":""rect"",""x"":401,""y"":790,""width"":248,""height"":203}","{}"
set_2_0006.jpg,95571,"{}",24,7,"{""name"":""rect"",""x"":159,""y"":907,""width"":244,""height"":159}","{}"
set_2_0006.jpg,95571,"{}",24,8,"{""name"":""rect"",""x"":15,""y"":684,""width"":293,""height"":190}","{}"
set_2_0006.jpg,95571,"{}",24,9,"{""name"":""rect"",""x"":39,""y"":519,""width"":281,""height"":198}","{}"
set_2_0006.jpg,95571,"{}",24,10,"{""name"":""rect"",""x"":12,""y"":364,""width"":184,""height"":188}","{}"
set_2_0006.jpg,95571,"{}",24,11,"{""name"":""rect"",""x"":141,""y"":256,""width"":236,""height"":190}","{}"
set_2_0006.jpg,95571,"{}",24,12,"{""name"":""rect"",""x"":355,""y"":467,""width"":242,""height"":231}","{}"
set_2_0006.jpg,95571,"{}",24,13,"{""name"":""rect"",""x"":639,""y"":372,""width"":203,""height"":207}","{}"
set_2_0006.jpg,95571,"{}",24,14,"{""name"":""rect"",""x"":843,""y"":355,""width"":145,""height"":198}","{}"
set_2_0006.jpg,95571,"{}",24,15,"{""name"":""rect"",""x"":748,""y"":223,""width"":190,""height"":215}","{}"
set_2_0006.jpg,95571,"{}",24,16,"{""name"":""rect"",""x"":537,""y"":221,""width"":296,""height"":151}","{}"
set_2_0006.jpg,95571,"{}",24,17,"{""name"":""rect"",""x"":463,""y"":246,""width"":267,""height"":227}","{}"
set_2_0006.jpg,95571,"{}",24,18,"{""name"":""rect"",""x"":418,""y"":258,""width"":145,""height"":196}","{}"
set_2_0006.jpg,95571,"{}",24,19,"{""name"":""rect"",""x"":178,""y"":120,""width"":298,""height"":188}","{}"
set_2_0006.jpg,95571,"{}",24,20,"{""name"":""rect"",""x"":480,""y"":35,""width"":250,""height"":234}","{}"
set_2_0006.jpg,95571,"{}",24,21,"{""name"":""rect"",""x"":639,""y"":93,""width"":302,""height"":176}","{}"
set_2_0006.jpg,95571,"{}",24,22,"{""name"":""rect"",""x"":48,""y"":2,""width"":217,""height"":153}","{}"
set_2_0006.jpg,95571,"{}",24,23,"{""name"":""rect"",""x"":203,""y"":12,""width"":236,""height"":167}","{}"
set_2_0007.jpg,116498,"{}",30,0,"{""name"":""rect"",""x"":1050,""y"":756,""width"":221,""height"":263}","{}"
set_2_0007.jpg,116498,"{}",30,1,"{""name"":""rect"",""x"":961,""y"":649,""width"":223,""height"":223}","{}"
set_2_0007.jpg,116498,"{}",30,2,"{""name"":""rect"",""x"":825,""y"":599,""width"":219,""height"":232}","{}"
set_2_0007.jpg,116498,"{}",30,3,"{""name"":""rect"",""x"":889,""y"":440,""width"":285,""height"":242}","{}"
set_2_0007.jpg,116498,"{}",30,4,"{""name"":""rect"",""x"":846,""y"":306,""width"":163,""height"":225}","{}"
set_2_0007.jpg,116498,"{}",30,5,"{""name"":""rect"",""x"":742,""y"":231,""width"":172,""height"":205}","{}"
set_2_0007.jpg,116498,"{}",30,6,"{""name"":""rect"",""x"":620,""y"":374,""width"":207,""height"":221}","{}"
set_2_0007.jpg,116498,"{}",30,7,"{""name"":""rect"",""x"":785,""y"":889,""width"":258,""height"":180}","{}"
set_2_0007.jpg,116498,"{}",30,8,"{""name"":""rect"",""x"":529,""y"":940,""width"":293,""height"":138}","{}"
set_2_0007.jpg,116498,"{}",30,9,"{""name"":""rect"",""x"":424,""y"":771,""width"":246,""height"":252}","{}"
set_2_0007.jpg,116498,"{}",30,10,"{""name"":""rect"",""x"":198,""y"":579,""width"":296,""height"":217}","{}"
set_2_0007.jpg,116498,"{}",30,11,"{""name"":""rect"",""x"":196,""y"":885,""width"":244,""height"":184}","{}"
set_2_0007.jpg,116498,"{}",30,12,"{""name"":""rect"",""x"":2,""y"":820,""width"":246,""height"":231}","{}"
set_2_0007.jpg,116498,"{}",30,13,"{""name"":""rect"",""x"":56,""y"":711,""width"":267,""height"":172}","{}"
set_2_0007.jpg,116498,"{}",30,14,"{""name"":""rect"",""x"":25,""y"":533,""width"":227,""height"":186}","{}"
set_2_0007.jpg,116498,"{}",30,15,"{""name"":""rect"",""x"":37,""y"":436,""width"":265,""height"":153}","{}"
set_2_0007.jpg,116498,"{}",30,16,"{""name"":""rect"",""x"":364,""y"":438,""width"":221,""height"":213}","{}"
set_2_0007.jpg,116498,"{}",30,17,"{""name"":""rect"",""x"":209,""y"":287,""width"":213,""height"":192}","{}"
set_2_0007.jpg,116498,"{}",30,18,"{""name"":""rect"",""x"":19,""y"":246,""width"":196,""height"":194}","{}"
set_2_0007.jpg,116498,"{}",30,19,"{""name"":""rect"",""x"":407,""y"":291,""width"":176,""height"":182}","{}"
set_2_0007.jpg,116498,"{}",30,20,"{""name"":""rect"",""x"":488,""y"":256,""width"":217,""height"":231}","{}"
set_2_0007.jpg,116498,"{}",30,21,"{""name"":""rect"",""x"":386,""y"":130,""width"":201,""height"":161}","{}"
set_2_0007.jpg,116498,"{}",30,22,"{""name"":""rect"",""x"":518,""y"":153,""width"":219,""height"":155}","{}"
set_2_0007.jpg,116498,"{}",30,23,"{""name"":""rect"",""x"":676,""y"":91,""width"":176,""height"":159}","{}"
set_2_0007.jpg,116498,"{}",30,24,"{""name"":""rect"",""x"":486,""y"":70,""width"":262,""height"":107}","{}"
set_2_0007.jpg,116498,"{}",30,25,"{""name"":""rect"",""x"":165,""y"":68,""width"":198,""height"":211}","{}"
set_2_0007.jpg,116498,"{}",30,26,"{""name"":""rect"",""x"":52,""y"":110,""width"":165,""height"":170}","{}"
set_2_0007.jpg,116498,"{}",30,27,"{""name"":""rect"",""x"":60,""y"":15,""width"":205,""height"":153}","{}"
set_2_0007.jpg,116498,"{}",30,28,"{""name"":""rect"",""x"":403,""y"":4,""width"":221,""height"":77}","{}"
set_2_0007.jpg,116498,"{}",30,29,"{""name"":""rect"",""x"":777,""y"":39,""width"":198,""height"":155}","{}"
set_2_0008.jpg,100186,"{}",29,0,"{""name"":""rect"",""x"":1223,""y"":752,""width"":153,""height"":190}","{}"
set_2_0008.jpg,100186,"{}",29,1,"{""name"":""rect"",""x"":1044,""y"":851,""width"":244,""height"":215}","{}"
set_2_0008.jpg,100186,"{}",29,2,"{""name"":""rect"",""x"":1176,""y"":963,""width"":182,""height"":107}","{}"
set_2_0008.jpg,100186,"{}",29,3,"{""name"":""rect"",""x"":990,""y"":748,""width"":225,""height"":200}","{}"
set_2_0008.jpg,100186,"{}",29,4,"{""name"":""rect"",""x"":971,""y"":895,""width"":151,""height"":178}","{}"
set_2_0008.jpg,100186,"{}",29,5,"{""name"":""rect"",""x"":831,""y"":824,""width"":176,""height"":242}","{}"
set_2_0008.jpg,100186,"{}",29,6,"{""name"":""rect"",""x"":659,""y"":978,""width"":242,""height"":89}","{}"
set_2_0008.jpg,100186,"{}",29,7,"{""name"":""rect"",""x"":630,""y"":816,""width"":232,""height"":205}","{}"
set_2_0008.jpg,100186,"{}",29,8,"{""name"":""rect"",""x"":479,""y"":843,""width"":223,""height"":217}","{}"
set_2_0008.jpg,100186,"{}",29,9,"{""name"":""rect"",""x"":668,""y"":647,""width"":236,""height"":201}","{}"
set_2_0008.jpg,100186,"{}",29,10,"{""name"":""rect"",""x"":525,""y"":542,""width"":234,""height"":269}","{}"
set_2_0008.jpg,100186,"{}",29,11,"{""name"":""rect"",""x"":320,""y"":556,""width"":277,""height"":207}","{}"
set_2_0008.jpg,100186,"{}",29,12,"{""name"":""rect"",""x"":814,""y"":527,""width"":275,""height"":211}","{}"
set_2_0008.jpg,100186,"{}",29,13,"{""name"":""rect"",""x"":1066,""y"":560,""width"":178,""height"":165}","{}"
set_2_0008.jpg,100186,"{}",29,14,"{""name"":""rect"",""x"":1205,""y"":641,""width"":138,""height"":143}","{}"
set_2_0008.jpg,100186,"{}",29,15,"{""name"":""rect"",""x"":849,""y"":322,""width"":174,""height"":225}","{}"
set_2_0008.jpg,100186,"{}",29,16,"{""name"":""rect"",""x"":622,""y"":331,""width"":207,""height"":262}","{}"
set_2_0008.jpg,100186,"{}",29,17,"{""name"":""rect"",""x"":366,""y"":258,""width"":244,""height"":242}","{}"
set_2_0008.jpg,100186,"{}",29,18,"{""name"":""rect"",""x"":304,""y"":391,""width"":205,""height"":217}","{}"
set_2_0008.jpg,100186,"{}",29,19,"{""name"":""rect"",""x"":60,""y"":500,""width"":287,""height"":157}","{}"
set_2_0008.jpg,100186,"{}",29,20,"{""name"":""rect"",""x"":4,""y"":675,""width"":260,""height"":151}","{}"
set_2_0008.jpg,100186,"{}",29,21,"{""name"":""rect"",""x"":2,""y"":841,""width"":211,""height"":209}","{}"
set_2_0008.jpg,100186,"{}",29,22,"{""name"":""rect"",""x"":157,""y"":192,""width"":238,""height"":184}","{}"
set_2_0008.jpg,100186,"{}",29,23,"{""name"":""rect"",""x"":2,""y"":169,""width"":155,""height"":190}","{}"
set_2_0008.jpg,100186,"{}",29,24,"{""name"":""rect"",""x"":595,""y"":79,""width"":271,""height"":194}","{}"
set_2_0008.jpg,100186,"{}",29,25,"{""name"":""rect"",""x"":475,""y"":12,""width"":219,""height"":248}","{}"
set_2_0008.jpg,100186,"{}",29,26,"{""name"":""rect"",""x"":221,""y"":21,""width"":252,""height"":209}","{}"
set_2_0008.jpg,100186,"{}",29,27,"{""name"":""rect"",""x"":56,""y"":6,""width"":213,""height"":153}","{}"
set_2_0008.jpg,100186,"{}",29,28,"{""name"":""rect"",""x"":8,""y"":389,""width"":130,""height"":172}","{}"
set_2_0009.jpg,138131,"{}",31,0,"{""name"":""rect"",""x"":1157,""y"":730,""width"":194,""height"":211}","{}"
set_2_0009.jpg,138131,"{}",31,1,"{""name"":""rect"",""x"":1180,""y"":961,""width"":153,""height"":114}","{}"
set_2_0009.jpg,138131,"{}",31,2,"{""name"":""rect"",""x"":1064,""y"":955,""width"":161,""height"":116}","{}"
set_2_0009.jpg,138131,"{}",31,3,"{""name"":""rect"",""x"":938,""y"":847,""width"":182,""height"":213}","{}"
set_2_0009.jpg,138131,"{}",31,4,"{""name"":""rect"",""x"":930,""y"":692,""width"":227,""height"":252}","{}"
set_2_0009.jpg,138131,"{}",31,5,"{""name"":""rect"",""x"":839,""y"":839,""width"":186,""height"":236}","{}"
set_2_0009.jpg,138131,"{}",31,6,"{""name"":""rect"",""x"":727,""y"":922,""width"":207,""height"":155}","{}"
set_2_0009.jpg,138131,"{}",31,7,"{""name"":""rect"",""x"":628,""y"":746,""width"":267,""height"":163}","{}"
set_2_0009.jpg,138131,"{}",31,8,"{""name"":""rect"",""x"":442,""y"":827,""width"":289,""height"":167}","{}"
set_2_0009.jpg,138131,"{}",31,9,"{""name"":""rect"",""x"":333,""y"":676,""width"":225,""height"":231}","{}"
set_2_0009.jpg,138131,"{}",31,10,"{""name"":""rect"",""x"":496,""y"":583,""width"":254,""height"":182}","{}"
set_2_0009.jpg,138131,"{}",31,11,"{""name"":""rect"",""x"":864,""y"":444,""width"":194,""height"":213}","{}"
set_2_0009.jpg,138131,"{}",31,12,"{""name"":""rect"",""x"":692,""y"":403,""width"":229,""height"":209}","{}"
set_2_0009.jpg,138131,"{}",31,13,"{""name"":""rect"",""x"":854,""y"":285,""width"":153,""height"":225}","{}"
set_2_0009.jpg,138131,"{}",31,14,"{""name"":""rect"",""x"":707,""y"":260,""width"":203,""height"":225}","{}"
set_2_0009.jpg,138131,"{}",31,15,"{""name"":""rect"",""x"":610,""y"":184,""width"":250,""height"":192}","{}"
set_2_0009.jpg,138131,"{}",31,16,"{""name"":""rect"",""x"":589,""y"":99,""width"":293,""height"":170}","{}"
set_2_0009.jpg,138131,"{}",31,17,"{""name"":""rect"",""x"":827,""y"":8,""width"":194,""height"":240}","{}"
set_2_0009.jpg,138131,"{}",31,18,"{""name"":""rect"",""x"":707,""y"":6,""width"":201,""height"":234}","{}"
set_2_0009.jpg,138131,"{}",31,19,"{""name"":""rect"",""x"":480,""y"":0,""width"":260,""height"":139}","{}"
set_2_0009.jpg,138131,"{}",31,20,"{""name"":""rect"",""x"":343,""y"":112,""width"":217,""height"":176}","{}"
set_2_0009.jpg,138131,"{}",31,21,"{""name"":""rect"",""x"":397,""y"":285,""width"":194,""height"":201}","{}"
set_2_0009.jpg,138131,"{}",31,22,"{""name"":""rect"",""x"":448,""y"":380,""width"":250,""height"":203}","{}"
set_2_0009.jpg,138131,"{}",31,23,"{""name"":""rect"",""x"":339,""y"":438,""width"":240,""height"":203}","{}"
set_2_0009.jpg,138131,"{}",31,24,"{""name"":""rect"",""x"":33,""y"":818,""width"":198,""height"":234}","{}"
set_2_0009.jpg,138131,"{}",31,25,"{""name"":""rect"",""x"":33,""y"":651,""width"":287,""height"":232}","{}"
set_2_0009.jpg,138131,"{}",31,26,"{""name"":""rect"",""x"":48,""y"":502,""width"":279,""height"":190}","{}"
set_2_0009.jpg,138131,"{}",31,27,"{""name"":""rect"",""x"":110,""y"":291,""width"":277,""height"":256}","{}"
set_2_0009.jpg,138131,"{}",31,28,"{""name"":""rect"",""x"":15,""y"":356,""width"":176,""height"":217}","{}"
set_2_0009.jpg,138131,"{}",31,29,"{""name"":""rect"",""x"":62,""y"":2,""width"":211,""height"":176}","{}"
set_2_0009.jpg,138131,"{}",31,30,"{""name"":""rect"",""x"":275,""y"":25,""width"":236,""height"":180}","{}"
set_2_0010.jpg,128382,"{}",33,0,"{""name"":""rect"",""x"":1182,""y"":982,""width"":169,""height"":91}","{}"
set_2_0010.jpg,128382,"{}",33,1,"{""name"":""rect"",""x"":1085,""y"":777,""width"":236,""height"":244}","{}"
set_2_0010.jpg,128382,"{}",33,2,"{""name"":""rect"",""x"":1106,""y"":612,""width"":238,""height"":190}","{}"
set_2_0010.jpg,128382,"{}",33,3,"{""name"":""rect"",""x"":992,""y"":566,""width"":207,""height"":209}","{}"
set_2_0010.jpg,128382,"{}",33,4,"{""name"":""rect"",""x"":820,""y"":556,""width"":248,""height"":265}","{}"
set_2_0010.jpg,128382,"{}",33,5,"{""name"":""rect"",""x"":690,""y"":583,""width"":234,""height"":242}","{}"
set_2_0010.jpg,128382,"{}",33,6,"{""name"":""rect"",""x"":699,""y"":728,""width"":205,""height"":161}","{}"
set_2_0010.jpg,128382,"{}",33,7,"{""name"":""rect"",""x"":812,""y"":808,""width"":196,""height"":207}","{}"
set_2_0010.jpg,128382,"{}",33,8,"{""name"":""rect"",""x"":940,""y"":864,""width"":196,""height"":205}","{}"
set_2_0010.jpg,128382,"{}",33,9,"{""name"":""rect"",""x"":750,""y"":947,""width"":256,""height"":124}","{}"
set_2_0010.jpg,128382,"{}",33,10,"{""name"":""rect"",""x"":591,""y"":882,""width"":190,""height"":182}","{}"
set_2_0010.jpg,128382,"{}",33,11,"{""name"":""rect"",""x"":544,""y"":765,""width"":192,""height"":256}","{}"
set_2_0010.jpg,128382,"{}",33,12,"{""name"":""rect"",""x"":451,""y"":657,""width"":219,""height"":219}","{}"
set_2_0010.jpg,128382,"{}",33,13,"{""name"":""rect"",""x"":277,""y"":634,""width"":234,""height"":194}","{}"
set_2_0010.jpg,128382,"{}",33,14,"{""name"":""rect"",""x"":194,""y"":754,""width"":234,""height"":238}","{}"
set_2_0010.jpg,128382,"{}",33,15,"{""name"":""rect"",""x"":10,""y"":870,""width"":231,""height"":188}","{}"
set_2_0010.jpg,128382,"{}",33,16,"{""name"":""rect"",""x"":8,""y"":697,""width"":294,""height"":159}","{}"
set_2_0010.jpg,128382,"{}",33,17,"{""name"":""rect"",""x"":60,""y"":486,""width"":254,""height"":188}","{}"
set_2_0010.jpg,128382,"{}",33,18,"{""name"":""rect"",""x"":603,""y"":424,""width"":260,""height"":163}","{}"
set_2_0010.jpg,128382,"{}",33,19,"{""name"":""rect"",""x"":573,""y"":353,""width"":240,""height"":136}","{}"
set_2_0010.jpg,128382,"{}",33,20,"{""name"":""rect"",""x"":637,""y"":221,""width"":310,""height"":184}","{}"
set_2_0010.jpg,128382,"{}",33,21,"{""name"":""rect"",""x"":418,""y"":250,""width"":178,""height"":231}","{}"
set_2_0010.jpg,128382,"{}",33,22,"{""name"":""rect"",""x"":552,""y"":95,""width"":211,""height"":200}","{}"
set_2_0010.jpg,128382,"{}",33,23,"{""name"":""rect"",""x"":740,""y"":41,""width"":167,""height"":194}","{}"
set_2_0010.jpg,128382,"{}",33,24,"{""name"":""rect"",""x"":835,""y"":19,""width"":145,""height"":132}","{}"
set_2_0010.jpg,128382,"{}",33,25,"{""name"":""rect"",""x"":482,""y"":12,""width"":246,""height"":155}","{}"
set_2_0010.jpg,128382,"{}",33,26,"{""name"":""rect"",""x"":236,""y"":46,""width"":250,""height"":176}","{}"
set_2_0010.jpg,128382,"{}",33,27,"{""name"":""rect"",""x"":192,""y"":4,""width"":217,""height"":114}","{}"
set_2_0010.jpg,128382,"{}",33,28,"{""name"":""rect"",""x"":60,""y"":21,""width"":227,""height"":122}","{}"
set_2_0010.jpg,128382,"{}",33,29,"{""name"":""rect"",""x"":8,""y"":99,""width"":244,""height"":170}","{}"
set_2_0010.jpg,128382,"{}",33,30,"{""name"":""rect"",""x"":81,""y"":215,""width"":256,""height"":165}","{}"
set_2_0010.jpg,128382,"{}",33,31,"{""name"":""rect"",""x"":6,""y"":279,""width"":250,""height"":172}","{}"
set_2_0010.jpg,128382,"{}",33,32,"{""name"":""rect"",""x"":4,""y"":415,""width"":174,""height"":147}","{}"
set_2_0011.jpg,123803,"{}",31,0,"{""name"":""rect"",""x"":1079,""y"":655,""width"":234,""height"":312}","{}"
set_2_0011.jpg,123803,"{}",31,1,"{""name"":""rect"",""x"":1193,""y"":899,""width"":178,""height"":174}","{}"
set_2_0011.jpg,123803,"{}",31,2,"{""name"":""rect"",""x"":909,""y"":899,""width"":244,""height"":178}","{}"
set_2_0011.jpg,123803,"{}",31,3,"{""name"":""rect"",""x"":806,""y"":703,""width"":211,""height"":263}","{}"
set_2_0011.jpg,123803,"{}",31,4,"{""name"":""rect"",""x"":899,""y"":496,""width"":238,""height"":203}","{}"
set_2_0011.jpg,123803,"{}",31,5,"{""name"":""rect"",""x"":728,""y"":570,""width"":265,""height"":211}","{}"
